Konto;Kontobezeichnung;Kontotyp;Kontenklasse;Kontenklasse_Name
3715;– Restlaufzeit größer 5 Jahre;;3;Fremdkapital
3720;Verbindlichkeiten aus Lohn und Gehalt;;3;Fremdkapital
3725;Verbindlichkeiten für Einbehaltungen von Arbeitnehmern;;3;Fremdkapital
3726;Verbindlichkeiten an das Finanzamt aus abzuführendem Bauabzugsbetrag;;3;Fremdkapital
3730;Verbindlichkeiten aus Lohn-und Kirchensteuer;;3;Fremdkapital
3740;Verbindlichkeiten im Rahmen der sozialen Sicherheit;;3;Fremdkapital
3741;– Restlaufzeit bis 1 Jahr;;3;Fremdkapital
3750;– Restlaufzeit 1 bis 5 Jahre;;3;Fremdkapital
3755;– Restlaufzeit größer 5 Jahre;;3;Fremdkapital
3759;Voraussichtliche Beitragsschuld gegenüber den Sozialversicherungsträgern;;3;Fremdkapital
3760;Verbindlichkeiten aus Einbehaltungen (KapESt und SolZ, KiSt auf KapESt) für offene Ausschüttungen;;3;Fremdkapital
3761;Verbindlichkeiten für Verbrauchsteuern;;3;Fremdkapital
3770;Verbindlichkeiten aus Vermögensbildung;;3;Fremdkapital
3771;– Restlaufzeit bis 1 Jahr;;3;Fremdkapital
3780;– Restlaufzeit 1 bis 5 Jahre;;3;Fremdkapital
3785;– Restlaufzeit größer 5 Jahre;;3;Fremdkapital
3786;Ausgegebene Geschenkgutscheine;;3;Fremdkapital
3790;Lohn-und Gehaltsverrechnungskonto;;3;Fremdkapital
3791;Lohn-und Gehaltsverrechnung nach § 11 Abs. 2 Satz 2 EStG für § 4 Abs. 3 EStG;;3;Fremdkapital
3796;Verbindlichkeiten im Rahmen der sozialen Sicherheit für § 4 Abs. 3 EStG;;3;Fremdkapital
3798;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen;S;3;Fremdkapital
3799;Steuerzahlungen aus im anderen EU-Land steuerpflichtigen Leistungen;;3;Fremdkapital
3800;Umsatzsteuer;S;3;Fremdkapital
3801;Umsatzsteuer 7 %;S;3;Fremdkapital
3802;Umsatzsteuer aus innergemeinschaftlichem Erwerb;S;3;Fremdkapital
3803;;R;3;Fremdkapital
3804;Umsatzsteuer aus innergemeinschaftlichem Erwerb 19 %;S;3;Fremdkapital
3805;;R;3;Fremdkapital
3806;Umsatzsteuer 19 %;S;3;Fremdkapital
3807;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen;S;3;Fremdkapital
3808;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen 19 %;S;3;Fremdkapital
3809;Umsatzsteuer aus innergemeinschaftlichem Erwerb ohne Vorsteuerabzug;S;3;Fremdkapital
3810;Umsatzsteuer nicht fällig;S;3;Fremdkapital
3811;Umsatzsteuer nicht fällig 7 %;S;3;Fremdkapital
3812;Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen;S;3;Fremdkapital
3813;;R;3;Fremdkapital
3814;Umsatzsteuer nicht fällig aus im Inland steuerpflichtigen EU-Lieferungen 19 %;S;3;Fremdkapital
3815;;R;3;Fremdkapital
3816;Umsatzsteuer nicht fällig 19 %;S;3;Fremdkapital
3817;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen Lieferungen;S;3;Fremdkapital
3818;Umsatzsteuer aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen/Werklieferungen;S;3;Fremdkapital
3819;Umsatzsteuer aus Erwerb als letzter Abnehmer innerhalb eines Dreiecksgeschäfts;S;3;Fremdkapital
3820;Umsatzsteuer-Vorauszahlungen;F;3;Fremdkapital
3830;Umsatzsteuer-Vorauszahlungen 1/11;F;3;Fremdkapital
3831;Umsatzsteuer aus im Inland steuerpflichtigen EU-Lieferungen, nur OSS;S;3;Fremdkapital
3832;Nachsteuer, UStVA Kz. 65;F;3;Fremdkapital
3833;;R;3;Fremdkapital
3834;Umsatzsteuer aus innergemeinschaftlichem Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer;S;3;Fremdkapital
3835;Umsatzsteuer nach § 13b UStG;S;3;Fremdkapital
3836;;R;3;Fremdkapital
3837;Umsatzsteuer nach § 13b UStG 19 %;S;3;Fremdkapital
3838;;R;3;Fremdkapital
3839;Umsatzsteuer aus der Auslagerung von Gegenständen aus einem Umsatzsteuerlager;S;3;Fremdkapital
3840;Umsatzsteuer laufendes Jahr;;3;Fremdkapital
3841;Umsatzsteuerverbindlichkeiten Vorjahr;;3;Fremdkapital
3845;Umsatzsteuerverbindlichkeiten frühere Jahre;;3;Fremdkapital
3850;;R;3;Fremdkapital
3851;In Rechnung unrichtig oder unberechtigt ausgewiesene Steuerbeträge, UStVA Kz. 69;F;3;Fremdkapital
3854;Steuerzahlungen an andere Länder;;3;Fremdkapital
3860;Verbindlichkeiten aus Umsatzsteuer-Vorauszahlungen;;3;Fremdkapital
3865;Umsatzsteuer in Folgeperiode fällig (§§ 13 Abs. 1 Nr. 6 und 13b Abs. 2 UStG);S;3;Fremdkapital
3900;Passive Rechnungsabgrenzung;;3;Fremdkapital
3950;Abgrenzung unterjährig pauschal gebuchter Abschreibungen für BWA;;3;Fremdkapital
4000;Umsatzerlöse (Zur freien Verfügung);;4;Betriebliche Erträge
4100;Steuerfreie Umsätze § 4 Nr. 8 ff. UStG;AM;4;Betriebliche Erträge
4105;Steuerfreie Umsätze nach § 4 Nr. 12 UStG (Vermietung und Verpachtung);AM;4;Betriebliche Erträge
4110;Sonstige steuerfreie Umsätze Inland;AM;4;Betriebliche Erträge
4120;Steuerfreie Umsätze nach § 4 Nr. 1a UStG;AM;4;Betriebliche Erträge
4125;Steuerfreie innergemeinschaftliche Lieferungen nach § 4 Nr. 1b UStG;AM;4;Betriebliche Erträge
4130;Lieferungen des ersten Abnehmers bei innergemeinschaftlichen Dreiecksgeschäften § 25b Abs. 2 UStG;AM;4;Betriebliche Erträge
4131;Umsatzerlöse nach § 25 UStG ohne USt;;4;Betriebliche Erträge
4132;Umsatzerlöse nach § 25a UStG ohne USt;;4;Betriebliche Erträge
4133;Umsatzerlöse nach § 25 UStG 19 % USt;AM;4;Betriebliche Erträge
4134;Umsatzerlöse nach § 25a UStG 19 % USt;AM;4;Betriebliche Erträge
4135;Steuerfreie innergemeinschaftliche Lieferungen von Neufahrzeugen an Abnehmer ohne Umsatzsteuer-Identifikationsnummer;AM;4;Betriebliche Erträge
4136;Umsatzerlöse nach §§ 25 und 25a UStG 19 % USt;AM;4;Betriebliche Erträge
4137;;R;4;Betriebliche Erträge
4138;Umsatzerlöse nach §§ 25 und 25a UStG ohne USt;;4;Betriebliche Erträge
4139;Umsatzerlöse aus Reiseleistungen § 25 Abs. 2 UStG, steuerfrei;AM;4;Betriebliche Erträge
4140;Steuerfreie Umsätze Offshore etc.;AM;4;Betriebliche Erträge
4150;Sonstige steuerfreie Umsätze (z. B. § 4 Nr. 2 bis 7 UStG);AM;4;Betriebliche Erträge
4160;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend, § 4 UStG;AM;4;Betriebliche Erträge
4165;Steuerfreie Umsätze ohne Vorsteuerabzug zum Gesamtumsatz gehörend;AM;4;Betriebliche Erträge
4180;Erlöse, die mit den Durchschnittssätzen des § 24 UStG versteuert werden;;4;Betriebliche Erträge
4182;;R;4;Betriebliche Erträge
4184;Steuerfreie Erlöse Kleinunternehmer nach § 19 Abs. 1 UStG;AM;4;Betriebliche Erträge
4185;;R;4;Betriebliche Erträge
4200;Erlöse;;4;Betriebliche Erträge
4290;Erlöse 0 % USt;AM;4;Betriebliche Erträge
4300;Erlöse 7 % USt;AM;4;Betriebliche Erträge
4310;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;AM;4;Betriebliche Erträge
4315;Erlöse aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;AM;4;Betriebliche Erträge
4320;Erlöse aus im anderen EU-Land steuerpflichtigen Lieferungen, im Inland nicht steuerbar;;4;Betriebliche Erträge
4330;;R;4;Betriebliche Erträge
4331;Erlöse aus im anderen EU-Land steuerpflichtigen elektronischen Dienstleistungen;;4;Betriebliche Erträge
4332;;R;4;Betriebliche Erträge
4334;Erlöse 7 % USt;AM;4;Betriebliche Erträge
4335;Erlöse aus Lieferungen von Mobilfunkgeräten, Tablet-Computern, Spielekonsolen und integrierten Schaltkreisen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet;AM;4;Betriebliche Erträge
4336;Erlöse aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die Umsatzsteuer schuldet;AM;4;Betriebliche Erträge
4337;Erlöse aus Leistungen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet;AM;4;Betriebliche Erträge
4338;Erlöse aus im Drittland steuerbaren Leistungen, im Inland nicht steuerbare Umsätze;AM;4;Betriebliche Erträge
4339;Erlöse aus im anderen EU-Land steuerbaren Leistungen, im Inland nicht steuerbare Umsätze;AM;4;Betriebliche Erträge
4340;Erlöse 16 % USt;AM;4;Betriebliche Erträge
4400;Erlöse 19 % USt;AM;4;Betriebliche Erträge
4410;Erlöse 19 % USt;AM;4;Betriebliche Erträge
4420;;R;4;Betriebliche Erträge
4449;Erlöse aus im Inland steuerpflichtigen elektronischen Dienstleistungen 19 % USt;AM;4;Betriebliche Erträge
4499;Nebenerlöse (Bezug zu Materialaufwand);;4;Betriebliche Erträge
4500;Sonderbetriebseinnahmen, Tätigkeitsvergütung;;4;Betriebliche Erträge
4501;Sonderbetriebseinnahmen, Miet-/Pachteinnahmen;;4;Betriebliche Erträge
4502;Sonderbetriebseinnahmen, Zinseinnahmen;;4;Betriebliche Erträge
4503;Sonderbetriebseinnahmen, Haftungsvergütung;;4;Betriebliche Erträge
4504;Sonderbetriebseinnahmen, Pensionszahlungen;;4;Betriebliche Erträge
4505;Sonderbetriebseinnahmen, sonstige Sonderbetriebseinnahmen;;4;Betriebliche Erträge
4510;Erlöse Abfallverwertung;;4;Betriebliche Erträge
4520;Erlöse Leergut;;4;Betriebliche Erträge
4560;Provisionsumsätze;;4;Betriebliche Erträge
4561;;R;4;Betriebliche Erträge
4564;Provisionsumsätze, steuerfrei § 4 Nr. 8 ff. UStG;AM;4;Betriebliche Erträge
4565;Provisionsumsätze, steuerfrei § 4 Nr. 5 UStG;AM;4;Betriebliche Erträge
4566;;R;4;Betriebliche Erträge
4569;Provisionsumsätze 19 % USt;AM;4;Betriebliche Erträge
4570;Sonstige Erträge aus Provisionen, Lizenzen und Patenten;;4;Betriebliche Erträge
4571;;R;4;Betriebliche Erträge
4580;Statistisches Konto Erlöse zum allgemeinen Umsatzsteuersatz (EÜR);;4;Betriebliche Erträge
4581;Statistisches Konto Erlöse zum ermäßigten Umsatzsteuersatz (EÜR);;4;Betriebliche Erträge
4582;Statistisches Konto Erlöse steuerfrei und nicht steuerbar (EÜR);;4;Betriebliche Erträge
4589;Gegenkonto 4580-4582 bei Aufteilung der Erlöse nach Steuersätzen (EÜR);;4;Betriebliche Erträge
4600;Unentgeltliche Wertabgaben;;4;Betriebliche Erträge
4605;Entnahme von Gegenständen ohne USt;KU;4;Betriebliche Erträge
4608;;R;4;Betriebliche Erträge
4610;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt;AM;4;Betriebliche Erträge
4616;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 7 % USt;AM;4;Betriebliche Erträge
4617;;R;4;Betriebliche Erträge
4619;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) ohne USt;KU;4;Betriebliche Erträge
4620;Entnahme durch den Unternehmer für Zwecke außerhalb des Unternehmens (Waren) 19 % USt;AM;4;Betriebliche Erträge
4627;;R;4;Betriebliche Erträge
4630;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt;AM;4;Betriebliche Erträge
4636;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 7 % USt;AM;4;Betriebliche Erträge
4637;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt;;4;Betriebliche Erträge
4638;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Telefon-Nutzung);;4;Betriebliche Erträge
4639;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens ohne USt (Fahrzeug-Nutzung);;4;Betriebliche Erträge
4640;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt;AM;4;Betriebliche Erträge
4645;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Fahrzeug-Nutzung);AM;4;Betriebliche Erträge
4646;Verwendung von Gegenständen für Zwecke außerhalb des Unternehmens 19 % USt (Telefon-Nutzung);AM;4;Betriebliche Erträge
4647;;R;4;Betriebliche Erträge
4650;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt;AM;4;Betriebliche Erträge
4656;Unentgeltliche Erbringung einer sonstigen Leistung 7 % USt;AM;4;Betriebliche Erträge
4657;;R;4;Betriebliche Erträge
4659;Unentgeltliche Erbringung einer sonstigen Leistung ohne USt;KU;4;Betriebliche Erträge
4660;Unentgeltliche Erbringung einer sonstigen Leistung 19 % USt;AM;4;Betriebliche Erträge
4667;;R;4;Betriebliche Erträge
4670;Unentgeltliche Zuwendung von Waren 7 % USt;AM;4;Betriebliche Erträge
4676;Unentgeltliche Zuwendung von Waren 7 % USt;AM;4;Betriebliche Erträge
4677;;R;4;Betriebliche Erträge
4679;Unentgeltliche Zuwendung von Waren ohne USt;KU;4;Betriebliche Erträge
4680;Unentgeltliche Zuwendung von Waren 19 % USt;AM;4;Betriebliche Erträge
4685;;R;4;Betriebliche Erträge
4686;Unentgeltliche Zuwendung von Gegenständen 19 % USt;AM;4;Betriebliche Erträge
4688;;R;4;Betriebliche Erträge
4689;Unentgeltliche Zuwendung von Gegenständen ohne USt;;4;Betriebliche Erträge
4690;Nicht steuerbare Umsätze (Innenumsätze);;4;Betriebliche Erträge
4695;Umsatzsteuervergütungen nach § 24 UStG;;4;Betriebliche Erträge
4699;Direkt mit dem Umsatz verbundene Steuern;;4;Betriebliche Erträge
4700;Erlösschmälerungen;;4;Betriebliche Erträge
4701;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 8 ff. UStG;AM;4;Betriebliche Erträge
4702;Erlösschmälerungen für steuerfreie Umsätze nach § 4 Nr. 2 bis 7 UStG;AM;4;Betriebliche Erträge
4703;Erlösschmälerungen für sonstige steuerfreie Umsätze ohne Vorsteuerabzug;AM;4;Betriebliche Erträge
4704;Erlösschmälerungen für sonstige steuerfreie Umsätze mit Vorsteuerabzug;AM;4;Betriebliche Erträge
4705;Erlösschmälerungen aus steuerfreien Umsätzen § 4 Nr. 1a UStG;AM;4;Betriebliche Erträge
4706;Erlösschmälerungen für steuerfreie innergemeinschaftliche Dreiecksgeschäfte nach § 25b Abs. 2 und 4 UStG;AM;4;Betriebliche Erträge
4707;Erlösschmälerungen für steuerfreie Umsätze nach § 19 Abs. 1 UStG;AM;4;Betriebliche Erträge
4708;Erlösschmälerungen für Umsätze nach § 25 UStG 19 % USt;AM;4;Betriebliche Erträge
4709;Erlösschmälerungen für Umsätze nach § 25a UStG 19 % USt;AM;4;Betriebliche Erträge
4710;Erlösschmälerungen 7 % USt;AM;4;Betriebliche Erträge
4712;;R;4;Betriebliche Erträge
4719;Erlösschmälerungen 0 % USt;AM;4;Betriebliche Erträge
4720;Erlösschmälerungen 19 % USt;AM;4;Betriebliche Erträge
4722;;R;4;Betriebliche Erträge
4724;Erlösschmälerungen aus steuerfreien innergemeinschaftlichen Lieferungen;AM;4;Betriebliche Erträge
4725;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;AM;4;Betriebliche Erträge
4726;Erlösschmälerungen aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;AM;4;Betriebliche Erträge
4727;Erlösschmälerungen aus im anderen EU-Land steuerpflichtigen Lieferungen;;4;Betriebliche Erträge
4728;;R;4;Betriebliche Erträge
4730;Gewährte Skonti;S/AM;4;Betriebliche Erträge
4731;Gewährte Skonti 7 % USt;S/AM;4;Betriebliche Erträge
4732;;R;4;Betriebliche Erträge
4734;Gewährte Skonti 0 % USt;S/AM;4;Betriebliche Erträge
4735;;R;4;Betriebliche Erträge
4736;Gewährte Skonti 19 % USt;S/AM;4;Betriebliche Erträge
4737;;R;4;Betriebliche Erträge
4738;Gewährte Skonti aus Lieferungen von Mobilfunkgeräten etc., für die der Leistungsempfänger die Umsatzsteuer nach § 13b Abs. 2 Nr. 10 UStG schuldet;S/AM;4;Betriebliche Erträge
4741;Gewährte Skonti aus Leistungen, für die der Leistungsempfänger die Umsatzsteuer nach § 13b UStG schuldet;S/AM;4;Betriebliche Erträge
4742;Gewährte Skonti aus Erlösen aus im anderen EU-Land steuerpflichtigen sonstigen Leistungen, für die der Leistungsempfänger die Umsatzsteuer schuldet;S/AM;4;Betriebliche Erträge
4743;Gewährte Skonti aus steuerfreien innergemeinschaftlichen Lieferungen § 4 Nr. 1b UStG;S/AM;4;Betriebliche Erträge
4744;;R;4;Betriebliche Erträge
4745;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen;S/AM;4;Betriebliche Erträge
4746;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 7 % USt;S/AM;4;Betriebliche Erträge
4747;;R;4;Betriebliche Erträge
4748;Gewährte Skonti aus im Inland steuerpflichtigen EU-Lieferungen 19 % USt;S/AM;4;Betriebliche Erträge
4749;;R;4;Betriebliche Erträge
4750;Gewährte Boni 7 % USt;AM;4;Betriebliche Erträge
4752;;R;4;Betriebliche Erträge
4760;Gewährte Boni 19 % USt;AM;4;Betriebliche Erträge
4762;;R;4;Betriebliche Erträge
4769;Gewährte Boni;;4;Betriebliche Erträge
4770;Gewährte Rabatte;;4;Betriebliche Erträge
4780;Gewährte Rabatte 7 % USt;AM;4;Betriebliche Erträge
4782;;R;4;Betriebliche Erträge
4790;Gewährte Rabatte 19 % USt;AM;4;Betriebliche Erträge
4792;;R;4;Betriebliche Erträge
4800;Bestandsveränderungen - fertige Erzeugnisse;;4;Betriebliche Erträge
4810;Bestandsveränderungen - unfertige Erzeugnisse;;4;Betriebliche Erträge
4815;Bestandsveränderungen - unfertige Leistungen;;4;Betriebliche Erträge
4816;Bestandsveränderungen in Ausführung befindlicher Bauaufträge;;4;Betriebliche Erträge
4818;Bestandsveränderungen in Arbeit befindlicher Aufträge;;4;Betriebliche Erträge
4820;Andere aktivierte Eigenleistungen;;4;Betriebliche Erträge
4824;Aktivierte Eigenleistungen (den Herstellungskosten zurechenbare Fremdkapitalzinsen);;4;Betriebliche Erträge
4825;Aktivierte Eigenleistungen zur Erstellung von selbst geschaffenen immateriellen Vermögensgegenständen;;4;Betriebliche Erträge
4830;Sonstige betriebliche Erträge;;4;Betriebliche Erträge
4832;Sonstige betriebliche Erträge von verbundenen Unternehmen;;4;Betriebliche Erträge
4833;Andere Nebenerlöse;;4;Betriebliche Erträge
4834;Sonstige Erträge betrieblich und regelmäßig 16 % USt;AM;4;Betriebliche Erträge
4835;Sonstige Erträge betrieblich und regelmäßig;;4;Betriebliche Erträge
4836;Sonstige Erträge betrieblich und regelmäßig 19 % USt;AM;4;Betriebliche Erträge
4837;;R;4;Betriebliche Erträge
4838;Erstattete Vorsteuer anderer Länder;KU;4;Betriebliche Erträge
4839;Sonstige Erträge unregelmäßig;M;4;Betriebliche Erträge
4840;Erträge aus der Währungsumrechnung;KU;4;Betriebliche Erträge
4841;Sonstige Erträge betrieblich und regelmäßig, steuerfrei § 4 Nr. 8 ff. UStG;AM;4;Betriebliche Erträge
4842;Sonstige betriebliche Erträge, steuerfrei z. B. § 4 Nr. 2 bis 7 UStG;AM;4;Betriebliche Erträge
4843;Erträge aus Bewertung Finanzmittelfonds;KU;4;Betriebliche Erträge
4844;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1a UStG (bei Buchgewinn);AM;4;Betriebliche Erträge
4845;Erlöse aus Verkäufen Sachanlagevermögen 19 % USt (bei Buchgewinn);AM;4;Betriebliche Erträge
4846;;R;4;Betriebliche Erträge
4847;Erträge aus der Währungsumrechnung (nicht § 256a HGB);;4;Betriebliche Erträge
4848;Erlöse aus Verkäufen Sachanlagevermögen steuerfrei § 4 Nr. 1b UStG (bei Buchgewinn);AM;4;Betriebliche Erträge
4849;Erlöse aus Verkäufen Sachanlagevermögen (bei Buchgewinn);;4;Betriebliche Erträge
4850;Erlöse aus Verkäufen immaterieller Vermögensgegenstände (bei Buchgewinn);;4;Betriebliche Erträge
4851;Erlöse aus Verkäufen Finanzanlagen (bei Buchgewinn);;4;Betriebliche Erträge
4852;Erlöse aus Verkäufen Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (bei Buchgewinn);;4;Betriebliche Erträge
4855;Anlagenabgänge Sachanlagen (Restbuchwert bei Buchgewinn);;4;Betriebliche Erträge
4856;Anlagenabgänge immaterielle Vermögensgegenstände (Restbuchwert bei Buchgewinn);;4;Betriebliche Erträge
4857;Anlagenabgänge Finanzanlagen (Restbuchwert bei Buchgewinn);;4;Betriebliche Erträge
4858;Anlagenabgänge Finanzanlagen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG (Restbuchwert bei Buchgewinn);;4;Betriebliche Erträge
4860;Grundstückserträge;;4;Betriebliche Erträge
4861;Erlöse aus Vermietung und Verpachtung, umsatzsteuerfrei § 4 Nr. 12 UStG;AM;4;Betriebliche Erträge
4862;Erlöse aus Vermietung und Verpachtung 19 % USt;AM;4;Betriebliche Erträge
4863;;R;4;Betriebliche Erträge
4865;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens 19 % USt für § 4 Abs. 3 Satz 4 EStG;AM;4;Betriebliche Erträge
4866;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG;AM;4;Betriebliche Erträge
4867;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens, umsatzsteuerfrei § 4 Nr. 8 ff. UStG i. V. m. § 4 Abs. 3 Satz 4 EStG, § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;AM;4;Betriebliche Erträge
4869;Erlöse aus Verkäufen von Wirtschaftsgütern des Umlaufvermögens nach § 4 Abs. 3 Satz 4 EStG;;4;Betriebliche Erträge
4900;;R;4;Betriebliche Erträge
4904;Abgänge Wertpapiere des Umlaufvermögens § 8b Abs. 2 KStG (Buchwert bei Buchgewinn;;4;Betriebliche Erträge
4905;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens außer Vorräte;M;4;Betriebliche Erträge
4906;Erträge aus dem Abgang von Gegenständen des Umlaufvermögens (außer Vorräte) § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;;4;Betriebliche Erträge
4910;Erträge aus Zuschreibungen des Sachanlagevermögens;;4;Betriebliche Erträge
4911;Erträge aus Zuschreibungen des immateriellen Anlagevermögens;;4;Betriebliche Erträge
4912;Erträge aus Zuschreibungen des Finanzanlagevermögens;;4;Betriebliche Erträge
4913;Erträge aus Zuschreibungen des Finanzanlagevermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG;;4;Betriebliche Erträge
4914;Erträge aus Zuschreibungen § 3 Nr. 40 EStG bzw. § 8b Abs. 2 KStG;;4;Betriebliche Erträge
4915;Erträge aus Zuschreibungen des Umlaufvermögens (außer Vorräte);M;4;Betriebliche Erträge
4916;Erträge aus Zuschreibungen des Umlaufvermögens § 3 Nr. 40 EStG bzw. § 8b Abs. 3 S. 9 KStG;;4;Betriebliche Erträge
4920;Erträge aus der Herabsetzung der Pauschalwertberichtigung auf Forderungen;;4;Betriebliche Erträge
4923;Erträge aus der Herabsetzung der Einzelwertberichtigung auf Forderungen;;4;Betriebliche Erträge
4925;Erträge aus abgeschriebenen Forderungen;;4;Betriebliche Erträge
4927;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 3 EStG;;4;Betriebliche Erträge
4928;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 6b Abs. 10 EStG;;4;Betriebliche Erträge
4929;Erträge aus der Auflösung der Rücklage für Ersatzbeschaffung, R 6.6 EStR;;4;Betriebliche Erträge
4930;Erträge aus der Auflösung von Rückstellungen;;4;Betriebliche Erträge
4932;Erträge aus der Herabsetzung von Verbindlichkeiten;;4;Betriebliche Erträge
4935;Erträge aus der Auflösung sonstiger steuerlicher Rücklagen;;4;Betriebliche Erträge
4937;Erträge aus der Auflösung steuerrechtlicher Sonderabschreibungen;;4;Betriebliche Erträge
4938;Erträge aus der Auflösung einer steuerlichen Rücklage nach § 4g EStG;;4;Betriebliche Erträge
4940;Verrechnete sonstige Sachbezüge (keine Waren);;4;Betriebliche Erträge
4941;Sachbezüge 7 % USt (Waren);AM;4;Betriebliche Erträge
4942;;R;4;Betriebliche Erträge
4945;Sachbezüge 19 % USt (Waren);AM;4;Betriebliche Erträge
4946;Verrechnete sonstige Sachbezüge;;4;Betriebliche Erträge
4947;Verrechnete sonstige Sachbezüge aus Fahrzeug-Gestellung 19 % USt;AM;4;Betriebliche Erträge
4948;Verrechnete sonstige Sachbezüge 19 % USt;AM;4;Betriebliche Erträge
4949;Verrechnete sonstige Sachbezüge ohne Umsatzsteuer;KU;4;Betriebliche Erträge
4960;Periodenfremde Erträge;;4;Betriebliche Erträge
4970;Versicherungsentschädigungen und Schadenersatzleistungen;;4;Betriebliche Erträge
4972;Erstattungen Aufwendungsausgleichsgesetz;;4;Betriebliche Erträge
4975;Investitionszuschüsse (steuerpflichtig);;4;Betriebliche Erträge
4980;Investitionszulagen (steuerfrei);;4;Betriebliche Erträge
4981;Steuerfreie Erträge aus der Auflösung von steuerlichen Rücklagen;;4;Betriebliche Erträge
4982;Sonstige steuerfreie Betriebseinnahmen;;4;Betriebliche Erträge
4987;Erträge aus der Aktivierung unentgeltlich erworbener Vermögensgegenstände;;4;Betriebliche Erträge
4989;Kostenerstattungen, Rückvergütungen und Gutschriften für frühere Jahre;;4;Betriebliche Erträge
4992;Erträge aus Verwaltungskostenumlagen;;4;Betriebliche Erträge
5000;Aufwendungen für Roh-, Hilfs-und Betriebsstoffe und für bezogene Waren;;5;Betriebliche Aufwendungen
5100;Einkauf Roh-, Hilfs-und Betriebsstoffe;;5;Betriebliche Aufwendungen
5110;Einkauf Roh-, Hilfs-und Betriebsstoffe 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5120;;R;5;Betriebliche Aufwendungen
5129;Einkauf Roh-, Hilfs-und Betriebsstoffe ohne Vorsteuerabzug;;5;Betriebliche Aufwendungen
5130;Einkauf Roh-, Hilfs-und Betriebsstoffe 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5140;;R;5;Betriebliche Aufwendungen
5160;Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5161;;R;5;Betriebliche Aufwendungen
5162;Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5164;;R;5;Betriebliche Aufwendungen
5166;Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
