Konto;Kontobezeichnung;Kontotyp;Kontenklasse;Kontenklasse_Name
5167;Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5168;;R;5;Betriebliche Aufwendungen
5170;Einkauf Roh-, Hilfs-und Betriebsstoffe 5,5 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5171;Einkauf Roh-, Hilfs-und Betriebsstoffe 7,8 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5172;;R;5;Betriebliche Aufwendungen
5175;Einkauf Roh-, Hilfs-und Betriebsstoffe aus einem USt-Lager § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5176;Einkauf Roh-, Hilfs-und Betriebsstoffe aus einem USt-Lager § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5177;;R;5;Betriebliche Aufwendungen
5189;Erwerb Roh-, Hilfs-und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5190;Energiestoffe (Fertigung);;5;Betriebliche Aufwendungen
5191;Energiestoffe (Fertigung) 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5192;Energiestoffe (Fertigung) 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5193;;R;5;Betriebliche Aufwendungen
5200;Wareneingang;;5;Betriebliche Aufwendungen
5300;Wareneingang 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5310;;R;5;Betriebliche Aufwendungen
5347;Wareneingang 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5348;;R;5;Betriebliche Aufwendungen
5349;Wareneingang ohne Vorsteuerabzug;KU;5;Betriebliche Aufwendungen
5400;Wareneingang 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5410;;R;5;Betriebliche Aufwendungen
5418;Wareneingang 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5419;;R;5;Betriebliche Aufwendungen
5420;Innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5425;Innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5430;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5431;;R;5;Betriebliche Aufwendungen
5435;Innergemeinschaftlicher Erwerb ohne Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5436;;R;5;Betriebliche Aufwendungen
5440;Innergemeinschaftlicher Erwerb von Neufahrzeugen von Lieferanten ohne Umsatzsteuer-Identifikationsnummer 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5441;;R;5;Betriebliche Aufwendungen
5500;;R;5;Betriebliche Aufwendungen
5505;Wareneingang 5,5 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5510;;R;5;Betriebliche Aufwendungen
5540;Wareneingang zum Durchschnittssatz nach § 24 UStG 7,8 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5550;Steuerfreier innergemeinschaftlicher Erwerb;AV;5;Betriebliche Aufwendungen
5551;Wareneingang im Drittland steuerbar;;5;Betriebliche Aufwendungen
5552;Erwerb 1. Abnehmer innerhalb eines Dreiecksgeschäftes;AV;5;Betriebliche Aufwendungen
5553;Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5554;;R;5;Betriebliche Aufwendungen
5558;Wareneingang im anderen EU-Land steuerbar;;5;Betriebliche Aufwendungen
5559;Steuerfreie Einfuhren;;5;Betriebliche Aufwendungen
5560;Waren aus einem Umsatzsteuerlager, § 13a UStG 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5561;;R;5;Betriebliche Aufwendungen
5565;Waren aus einem Umsatzsteuerlager, § 13a UStG 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5566;;R;5;Betriebliche Aufwendungen
5600;Nicht abziehbare Vorsteuer;;5;Betriebliche Aufwendungen
5610;Nicht abziehbare Vorsteuer 7 %;;5;Betriebliche Aufwendungen
5650;;R;5;Betriebliche Aufwendungen
5660;Nicht abziehbare Vorsteuer 19 %;;5;Betriebliche Aufwendungen
5700;Nachlässe;;5;Betriebliche Aufwendungen
5701;Nachlässe aus Einkauf Roh-, Hilfs-und Betriebsstoffe;;5;Betriebliche Aufwendungen
5710;Nachlässe 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5712;;R;5;Betriebliche Aufwendungen
5714;Nachlässe aus Einkauf Roh-, Hilfs-und Betriebsstoffe 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5715;Nachlässe aus Einkauf Roh-, Hilfs-und Betriebsstoffe 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5716;;R;5;Betriebliche Aufwendungen
5717;Nachlässe aus Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5718;Nachlässe aus Einkauf Roh-, Hilfs-und Betriebsstoffe, innergemeinschaftlicher Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5719;;R;5;Betriebliche Aufwendungen
5720;Nachlässe 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5722;;R;5;Betriebliche Aufwendungen
5724;Nachlässe aus innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5725;Nachlässe aus innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5726;;R;5;Betriebliche Aufwendungen
5730;Erhaltene Skonti;S/AV;5;Betriebliche Aufwendungen
5731;Erhaltene Skonti 7 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5732;;R;5;Betriebliche Aufwendungen
5733;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe;S/AV;5;Betriebliche Aufwendungen
5734;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe 7 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5735;;R;5;Betriebliche Aufwendungen
5736;Erhaltene Skonti 19 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5737;;R;5;Betriebliche Aufwendungen
5738;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe 19 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5739;;R;5;Betriebliche Aufwendungen
5741;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5742;;R;5;Betriebliche Aufwendungen
5743;Erhaltene Skonti aus Einkauf Roh-, für Roh-, Hilfs-Hilfs-und Betriebsstoffe aus steuerpflichtigem innergemeinschaftli-stoffe und für bechem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5744;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe aus steuerpflichtigem innergemeinschaftlichem Erwerb;S/AV;5;Betriebliche Aufwendungen
5745;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb;S/AV;5;Betriebliche Aufwendungen
5746;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 7 % Vorsteuer und 7 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5747;;R;5;Betriebliche Aufwendungen
5748;Erhaltene Skonti aus steuerpflichtigem innergemeinschaftlichem Erwerb 19 % Vorsteuer und 19 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5749;;R;5;Betriebliche Aufwendungen
5750;Erhaltene Boni 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5752;;R;5;Betriebliche Aufwendungen
5753;Erhaltene Boni aus Einkauf Roh-, Hilfs-und Betriebsstoffe;;5;Betriebliche Aufwendungen
5754;Erhaltene Boni aus Einkauf Roh-, Hilfs-und Betriebsstoffe 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5755;Erhaltene Boni aus Einkauf Roh-, Hilfs-und Betriebsstoffe 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5756;;R;5;Betriebliche Aufwendungen
5760;Erhaltene Boni 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5762;;R;5;Betriebliche Aufwendungen
5769;Erhaltene Boni;;5;Betriebliche Aufwendungen
5770;Erhaltene Rabatte;;5;Betriebliche Aufwendungen
5780;Erhaltene Rabatte 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5782;;R;5;Betriebliche Aufwendungen
5783;Erhaltene Rabatte aus Einkauf Roh-, Hilfs-und Betriebsstoffe;;5;Betriebliche Aufwendungen
5784;Erhaltene Rabatte aus Einkauf Roh-, Hilfs-und Betriebsstoffe 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5785;Erhaltene Rabatte aus Einkauf Roh-, Hilfs-und Betriebsstoffe 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5786;;R;5;Betriebliche Aufwendungen
5787;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe 9,0 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5788;;R;5;Betriebliche Aufwendungen
5790;Erhaltene Rabatte 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5792;Erhaltene Skonti aus Erwerb Roh-, Hilfs-und Betriebsstoffe als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5793;Erhaltene Skonti aus Erwerb Waren als letzter Abnehmer innerhalb Dreiecksgeschäft 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5794;Erhaltene Skonti 5,5 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5795;Erhaltene Skonti 9,0 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5796;;R;5;Betriebliche Aufwendungen
5798;Erhaltene Skonti aus Einkauf Roh-, Hilfs-und Betriebsstoffe 5,5 % Vorsteuer;S/AV;5;Betriebliche Aufwendungen
5799;;R;5;Betriebliche Aufwendungen
5800;Bezugsnebenkosten;;5;Betriebliche Aufwendungen
5820;Leergut;;5;Betriebliche Aufwendungen
5840;Zölle und Einfuhrabgaben;;5;Betriebliche Aufwendungen
5860;Verrechnete Stoffkosten (Gegenkonto 5000-;;5;Betriebliche Aufwendungen
5880;Bestandsveränderungen Roh-, Hilfs-und Betriebsstoffe sowie bezogene Waren;;5;Betriebliche Aufwendungen
5881;Bestandsveränderungen Waren;;5;Betriebliche Aufwendungen
5885;Bestandsveränderungen Roh-, Hilfs-und Betriebsstoffe;;5;Betriebliche Aufwendungen
5900;Fremdleistungen;;5;Betriebliche Aufwendungen
5906;Fremdleistungen 19 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5907;;R;5;Betriebliche Aufwendungen
5908;Fremdleistungen 7 % Vorsteuer;AV;5;Betriebliche Aufwendungen
5909;Fremdleistungen ohne Vorsteuer;KU;5;Betriebliche Aufwendungen
5910;Bauleistungen eines im Inland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5911;;R;5;Betriebliche Aufwendungen
5913;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5914;;R;5;Betriebliche Aufwendungen
5915;Leistungen eines im Ausland ansässigen Unternehmers 7 % Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5916;;R;5;Betriebliche Aufwendungen
5920;Bauleistungen eines im Inland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5922;;R;5;Betriebliche Aufwendungen
5923;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5924;;R;5;Betriebliche Aufwendungen
5925;Leistungen eines im Ausland ansässigen Unternehmers 19 % Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5927;;R;5;Betriebliche Aufwendungen
5930;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5931;;R;5;Betriebliche Aufwendungen
5933;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5934;;R;5;Betriebliche Aufwendungen
5935;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 7 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5936;;R;5;Betriebliche Aufwendungen
5940;Bauleistungen eines im Inland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5942;;R;5;Betriebliche Aufwendungen
5943;Sonstige Leistungen eines im anderen EU-Land ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5944;;R;5;Betriebliche Aufwendungen
5945;Leistungen eines im Ausland ansässigen Unternehmers ohne Vorsteuer und 19 % Umsatzsteuer;AV;5;Betriebliche Aufwendungen
5947;;R;5;Betriebliche Aufwendungen
5950;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird;S/AV;5;Betriebliche Aufwendungen
5951;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird 19 % Vorsteuer und 19 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5952;;R;5;Betriebliche Aufwendungen
5953;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer aber mit Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5954;Erhaltene Skonti aus Leistungen, für die als Leistungsempfänger die Steuer nach § 13b UStG geschuldet wird ohne Vorsteuer, mit 19 % Umsatzsteuer;S/AV;5;Betriebliche Aufwendungen
5955;;R;5;Betriebliche Aufwendungen
5960;Leistungen nach § 13b UStG mit Vorsteuerabzug;;5;Betriebliche Aufwendungen
5965;Leistungen nach § 13b UStG ohne Vorsteuerabzug;;5;Betriebliche Aufwendungen
5970;Fremdleistungen (Miet-und Pachtzinsen bewegliche Wirtschaftsgüter);;5;Betriebliche Aufwendungen
5975;Fremdleistungen (Miet-und Pachtzinsen unbewegliche Wirtschaftsgüter);;5;Betriebliche Aufwendungen
5980;Fremdleistungen (Entgelte für Rechte und Lizenzen);;5;Betriebliche Aufwendungen
5985;Fremdleistungen (Vergütungen für die Überlassung von Wirtschaftsgütern - mit Sonderbetriebseinnahme korrespondierend);;5;Betriebliche Aufwendungen
6000;Löhne und Gehälter;;6;Betriebliche Aufwendungen
6010;Löhne;;6;Betriebliche Aufwendungen
6020;Gehälter;;6;Betriebliche Aufwendungen
6024;Geschäftsführergehälter der GmbH-Gesellschafter;;6;Betriebliche Aufwendungen
6026;Tantiemen Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6027;Geschäftsführergehälter;;6;Betriebliche Aufwendungen
6028;Vergütungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6029;Tantiemen Arbeitnehmer;;6;Betriebliche Aufwendungen
6030;Aushilfslöhne;;6;Betriebliche Aufwendungen
6035;Löhne für Minijobs;;6;Betriebliche Aufwendungen
6036;Pauschale Steuer für Minijobber;;6;Betriebliche Aufwendungen
6037;Pauschale Steuer für Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6038;Pauschale Steuer für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6039;Pauschale Steuer für Arbeitnehmer;;6;Betriebliche Aufwendungen
6040;Pauschale Steuer für Aushilfen;;6;Betriebliche Aufwendungen
6045;Bedienungsgelder;;6;Betriebliche Aufwendungen
6050;Ehegattengehalt;;6;Betriebliche Aufwendungen
6060;Freiwillige soziale Aufwendungen, lohnsteuerpflichtig;;6;Betriebliche Aufwendungen
6066;Freiwillige Zuwendungen an Minijobber;;6;Betriebliche Aufwendungen
6067;Freiwillige Zuwendungen an Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6068;Freiwillige Zuwendungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6069;Pauschale Steuer auf sonstige Bezüge (z. B. Fahrtkostenzuschüsse);;6;Betriebliche Aufwendungen
6070;Krankengeldzuschüsse;;6;Betriebliche Aufwendungen
6071;Sachzuwendungen und Dienstleistungen an Minijobber;;6;Betriebliche Aufwendungen
6072;Sachzuwendungen und Dienstleistungen an Arbeitnehmer;;6;Betriebliche Aufwendungen
6073;Sachzuwendungen und Dienstleistungen an Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6074;Sachzuwendungen und Dienstleistungen an angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6075;Zuschüsse der Agenturen für Arbeit (Haben);;6;Betriebliche Aufwendungen
6076;Aufwendungen aus der Veränderung von Urlaubsrückstellungen;;6;Betriebliche Aufwendungen
6077;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6078;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für angestellte Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6079;Aufwendungen aus der Veränderung von Urlaubsrückstellungen für Minijobber;;6;Betriebliche Aufwendungen
6080;Vermögenswirksame Leistungen;;6;Betriebliche Aufwendungen
6090;Fahrtkostenerstattung Wohnung/Arbeitsstätte;;6;Betriebliche Aufwendungen
6100;Soziale Abgaben und Aufwendungen für Altersversorgung und für Unterstützung;;6;Betriebliche Aufwendungen
6110;Gesetzliche soziale Aufwendungen;;6;Betriebliche Aufwendungen
6118;Gesetzliche soziale Aufwendungen für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6120;Beiträge zur Berufsgenossenschaft;;6;Betriebliche Aufwendungen
6130;Freiwillige soziale Aufwendungen, lohnsteuerfrei;;6;Betriebliche Aufwendungen
6140;Aufwendungen für Altersversorgung;;6;Betriebliche Aufwendungen
6147;Pauschale Steuer auf sonstige Bezüge (z. B. Direktversicherungen);;6;Betriebliche Aufwendungen
6148;Aufwendungen für Altersversorgung für Mitunternehmer § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6149;Aufwendungen für Altersversorgung für Gesellschafter-Geschäftsführer;;6;Betriebliche Aufwendungen
6150;Versorgungskassen;;6;Betriebliche Aufwendungen
6160;Aufwendungen für Unterstützung;;6;Betriebliche Aufwendungen
6170;Sonstige soziale Abgaben;;6;Betriebliche Aufwendungen
6171;Soziale Abgaben für Minijobber;;6;Betriebliche Aufwendungen
6200;Abschreibungen auf immaterielle Vermögensgegenstände;;6;Betriebliche Aufwendungen
6201;Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände;;6;Betriebliche Aufwendungen
6205;Abschreibungen auf den Geschäfts-oder Firmenwert;;6;Betriebliche Aufwendungen
6209;Außerplanmäßige Abschreibungen auf den Geschäfts-oder Firmenwert;;6;Betriebliche Aufwendungen
6210;Außerplanmäßige Abschreibungen auf immaterielle Vermögensgegenstände;;6;Betriebliche Aufwendungen
6211;Außerplanmäßige Abschreibungen auf selbst geschaffene immaterielle Vermögensgegenstände;;6;Betriebliche Aufwendungen
6220;Abschreibungen auf Sachanlagen (ohne AfA auf Fahrzeuge und Gebäude);;6;Betriebliche Aufwendungen
6221;Abschreibungen auf Gebäude;;6;Betriebliche Aufwendungen
6222;Abschreibungen auf Fahrzeuge;;6;Betriebliche Aufwendungen
6223;Abschreibungen auf Gebäudeteil des häuslichen Arbeitszimmers;;6;Betriebliche Aufwendungen
6230;Außerplanmäßige Abschreibungen auf Sachanlagen;;6;Betriebliche Aufwendungen
6231;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Gebäude;;6;Betriebliche Aufwendungen
6232;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung der Fahrzeuge;;6;Betriebliche Aufwendungen
6233;Absetzung für außergewöhnliche technische und wirtschaftliche Abnutzung sonstiger Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6240;Abschreibungen auf Sachanlagen auf Grund steuerlicher Sondervorschriften;;6;Betriebliche Aufwendungen
6241;Sonderabschreibungen nach § 7g Abs. 5 EStG (ohne Fahrzeuge);;6;Betriebliche Aufwendungen
6242;Sonderabschreibungen nach § 7g Abs. 5 EStG (für Fahrzeuge);;6;Betriebliche Aufwendungen
6243;Kürzung der Anschaffungs-oder Herstellungskosten nach § 7g Abs. 2 EStG (ohne Fahrzeuge);;6;Betriebliche Aufwendungen
6244;Kürzung der Anschaffungs-oder Herstellungskosten nach § 7g Abs. 2 EStG (für Fahrzeuge);;6;Betriebliche Aufwendungen
6245;Sonderabschreibungen nach § 7b EStG (Mietwohnungsneubau);;6;Betriebliche Aufwendungen
6249;Abzugsbetrag nach § 6b EStG;;6;Betriebliche Aufwendungen
6250;Kaufleasing;;6;Betriebliche Aufwendungen
6260;Sofortabschreibungen geringwertiger Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6262;Abschreibungen auf aktivierte, geringwertige Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6264;Abschreibungen auf den Sammelposten Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6266;Außerplanmäßige Abschreibungen auf aktivierte, geringwertige Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6270;Abschreibungen auf sonstige Vermögensgegenstände des Umlaufvermögens (soweit unüblich hoch);;6;Betriebliche Aufwendungen
6272;Abschreibungen auf Umlaufvermögen, steuerrechtlich bedingt (soweit unüblich hoch);;6;Betriebliche Aufwendungen
6278;Abschreibungen auf Roh-, Hilfs-und Betriebsstoffe/Waren (soweit unüblich hoch);;6;Betriebliche Aufwendungen
6279;Abschreibungen auf fertige und unfertige Erzeugnisse (soweit unüblich hoch);;6;Betriebliche Aufwendungen
6280;Forderungsverluste (soweit unüblich hoch);;6;Betriebliche Aufwendungen
6281;Forderungsverluste 7 % USt (soweit unüblich hoch);AM;6;Betriebliche Aufwendungen
6282;;R;6;Betriebliche Aufwendungen
6286;Forderungsverluste 19 % USt (soweit unüblich hoch);AM;6;Betriebliche Aufwendungen
6287;;R;6;Betriebliche Aufwendungen
6290;Abschreibungen auf Forderungen gegenüber Kapitalgesellschaften, an denen eine Beteiligung besteht (soweit unüblich hoch), § 3c EStG bzw. § 8b Abs. 3 KStG;;6;Betriebliche Aufwendungen
6291;Abschreibungen auf Forderungen gegenüber Gesellschaftern und nahe stehende Personen (soweit unüblich hoch), § 3 Nr. 40 EStG bzw. § 8b Abs. 3 KStG;;6;Betriebliche Aufwendungen
6300;Sonstige betriebliche Aufwendungen;;6;Betriebliche Aufwendungen
6302;Interimskonto für Aufwendungen in einem anderen Land, bei denen eine Vorsteuervergütung möglich ist;;6;Betriebliche Aufwendungen
6303;Fremdleistungen/Fremdarbeiten;;6;Betriebliche Aufwendungen
6304;;R;6;Betriebliche Aufwendungen
6305;Raumkosten;;6;Betriebliche Aufwendungen
6310;Miete (unbewegliche Wirtschaftsgüter);;6;Betriebliche Aufwendungen
6312;Miete/Aufwendungen für doppelte Haushaltsführung Unternehmer;;6;Betriebliche Aufwendungen
6313;Vergütungen an Gesellschafter für die miet-oder pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter;;6;Betriebliche Aufwendungen
6314;Vergütungen an Mitunternehmer für die mietweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6315;Pacht (unbewegliche Wirtschaftsgüter);;6;Betriebliche Aufwendungen
6316;Leasing (unbewegliche Wirtschaftsgüter);;6;Betriebliche Aufwendungen
6317;Aufwendungen für gemietete oder gepachtete unbewegliche Wirtschaftsgüter, die gewerbesteuerlich hinzuzurechnen sind;;6;Betriebliche Aufwendungen
6318;Miet-und Pachtnebenkosten, die gewerbesteuerlich nicht hinzuzurechnen sind;;6;Betriebliche Aufwendungen
6319;Vergütungen an Mitunternehmer für die pachtweise Überlassung ihrer unbeweglichen Wirtschaftsgüter § 15 EStG (mit Sonderbetriebseinnahme korrespondierend);;6;Betriebliche Aufwendungen
6320;Heizung;;6;Betriebliche Aufwendungen
6325;Gas, Strom, Wasser;;6;Betriebliche Aufwendungen
6330;Reinigung;;6;Betriebliche Aufwendungen
6335;Instandhaltung betrieblicher Räume;;6;Betriebliche Aufwendungen
6340;Abgaben für betrieblich genutzten Grundbesitz;;6;Betriebliche Aufwendungen
6345;Sonstige Raumkosten;;6;Betriebliche Aufwendungen
6347;Tagespauschale für die Tätigkeit in der häuslichen Wohnung;;6;Betriebliche Aufwendungen
6348;Aufwendungen für ein häusliches Arbeitszimmer (abziehbarer Anteil);;6;Betriebliche Aufwendungen
6349;Aufwendungen für ein häusliches Arbeitszimmer (nicht abziehbarer Anteil);;6;Betriebliche Aufwendungen
6350;Grundstücksaufwendungen, betrieblich;;6;Betriebliche Aufwendungen
6352;Sonstige Grundstücksaufwendungen (neutral);;6;Betriebliche Aufwendungen
6390;Zuwendungen, Spenden, steuerlich nicht abziehbar;;6;Betriebliche Aufwendungen
6391;Zuwendungen, Spenden für wissenschaftliche und kulturelle Zwecke;;6;Betriebliche Aufwendungen
6392;Zuwendungen, Spenden für mildtätige Zwecke;;6;Betriebliche Aufwendungen
6393;Zuwendungen, Spenden für kirchliche, religiöse und gemeinnützige Zwecke;;6;Betriebliche Aufwendungen
6394;Zuwendungen, Spenden an politische Parteien;;6;Betriebliche Aufwendungen
6395;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für gemeinnützige Zwecke;;6;Betriebliche Aufwendungen
6397;Zuwendungen, Spenden in das zu erhaltende Vermögen (Vermögensstock) einer Stiftung für kirchliche, religiöse und gemeinnützige Zwecke;;6;Betriebliche Aufwendungen
6398;Zuwendungen, Spenden an Stiftungen in das zu erhaltende Vermögen (Vermögensstock) für wissenschaftliche, mildtätige, kulturelle Zwecke;;6;Betriebliche Aufwendungen
6400;Versicherungen;;6;Betriebliche Aufwendungen
6405;Versicherungen für Gebäude;;6;Betriebliche Aufwendungen
6410;Netto-Prämie für Rückdeckung künftiger Versorgungsleistungen;;6;Betriebliche Aufwendungen
6420;Beiträge;;6;Betriebliche Aufwendungen
6430;Sonstige Abgaben;;6;Betriebliche Aufwendungen
6436;Steuerlich abzugsfähige Verspätungszuschläge und Zwangsgel-der;;6;Betriebliche Aufwendungen
6437;Steuerlich nicht abzugsfähige Verspätungszuschläge und Zwangsgelder;;6;Betriebliche Aufwendungen
